1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,target
2,0,12,0,0,2,0,0,1,1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,7,1,0,1,0,1,1,0,2,9,10,1,0,0,1,0,0,0,0,0,0,0,0
2,0,26,16,1,3,1,0,0,1,0,2,13,9,3,0,0,0,1,0,0,0,0,0,0,0
0,2,12,3,3,1,1,0,0,3,1,1,4,4,0,0,1,0,0,0,0,1,1,0,0,0
0,0,5,3,1,2,1,0,1,1,0,2,6,6,2,1,0,0,1,0,0,1,0,0,0,0
0,0,0,6,2,4,1,0,0,0,1,1,9,7,0,0,0,0,0,0,0,0,1,0,0,0
0,0,35,0,3,4,4,0,0,1,0,2,13,5,0,0,2,0,0,0,0,1,0,0,0,0
0,0,25,0,1,3,3,1,0,0,0,1,7,5,0,0,1,0,1,0,0,0,0,0,0,0
0,0,22,7,3,2,1,0,1,0,0,1,8,6,5,0,0,0,0,0,0,2,0,0,0,0
0,0,5,0,2,2,2,0,0,0,0,3,9,5,1,0,0,0,1,0,0,0,0,0,0,0
0,1,9,14,6,8,4,0,1,0,0,2,6,11,2,0,0,0,1,0,1,1,0,0,0,0
0,0,9,16,2,3,1,0,0,0,0,2,8,8,2,0,1,0,1,0,0,0,1,0,0,0
0,0,21,13,4,6,4,0,1,1,0,3,8,14,6,0,1,0,1,0,0,0,0,0,0,0
0,0,5,0,4,2,1,0,0,0,1,2,7,8,2,0,1,0,0,0,0,0,0,0,0,0
2,0,15,7,2,2,1,0,0,1,0,2,8,3,2,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,4,3,2,0,0,0,0,1,10,1,1,0,0,0,1,0,0,1,0,0,0,0
0,0,1,6,1,1,1,0,1,1,0,1,9,3,4,0,1,0,0,0,0,0,0,0,0,0
0,0,8,24,3,8,2,0,0,0,0,4,20,19,5,0,0,0,1,0,0,1,0,0,0,0
0,0,23,23,2,5,2,0,1,0,0,4,17,12,2,0,0,0,1,0,0,0,0,0,0,0
2,8,3,9,0,1,0,0,0,0,0,2,4,5,2,0,0,0,1,0,0,0,0,0,0,0
11,0,10,0,0,2,4,1,1,1,0,1,3,5,2,0,1,0,1,0,0,0,0,0,0,0
0,0,31,0,2,2,1,0,0,1,0,2,10,8,1,0,0,0,1,0,0,1,0,0,0,0
0,0,10,0,0,3,0,0,0,0,0,2,12,11,3,0,1,0,1,0,0,0,0,0,0,0
0,0,8,13,1,1,1,0,0,0,0,1,11,4,0,0,1,0,0,0,0,0,0,0,0,0
0,0,35,0,5,4,2,0,2,1,1,1,7,8,4,0,1,0,0,1,0,0,0,0,0,0
0,0,9,3,6,6,3,0,2,2,0,2,13,11,4,1,1,0,1,0,1,0,0,0,0,0
0,0,17,4,1,4,0,0,0,0,1,2,7,12,5,0,0,0,1,0,0,0,0,0,0,0
0,0,18,0,3,4,0,0,0,1,0,2,12,13,6,1,0,0,1,0,0,0,0,0,0,0
0,0,5,7,2,7,1,0,0,0,0,1,6,12,3,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,1,2,1,0,0,1,0,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4,1,0,0,1,0,1,2,6,7,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,0,0,0,0,0,0,0,0,13,8,0,0,1,0,1,0,0,0,0,0,0,0
1,0,8,0,0,2,0,0,0,0,0,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0
0,0,15,28,4,5,3,0,0,0,0,5,9,15,6,1,0,0,1,0,0,0,2,0,0,0
0,0,15,0,1,1,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,1,0,0,0,0
0,0,5,7,4,4,1,0,2,2,0,4,6,12,5,0,1,0,1,0,0,0,0,0,0,0
0,2,13,9,2,2,1,0,0,1,0,2,7,11,2,0,1,0,1,0,0,0,0,0,0,0
0,0,18,0,4,3,2,0,0,0,0,2,12,11,2,0,0,0,1,0,0,0,0,0,0,0
0,0,19,5,3,3,2,0,1,1,1,2,10,9,4,1,1,0,1,0,0,0,0,0,0,0
1,0,20,12,2,6,2,0,0,0,2,2,15,6,7,0,1,0,1,0,0,0,0,0,0,0
0,0,8,0,1,3,1,0,0,0,0,2,5,4,1,0,1,0,0,0,0,0,0,0,0,0
0,0,10,0,0,1,1,0,0,0,0,1,13,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,25,9,1,3,2,0,0,1,0,3,7,10,4,0,1,0,1,0,0,0,0,0,0,0
0,0,17,10,0,3,2,0,2,1,1,2,5,7,2,0,0,0,1,0,0,0,0,0,0,0
0,0,5,8,5,6,3,0,0,0,0,1,8,9,5,0,0,0,1,0,0,0,0,0,0,0
0,0,11,9,0,1,1,0,0,2,0,1,6,9,1,0,1,0,0,0,0,0,0,0,0,0
0,0,8,3,3,4,0,0,2,0,0,2,21,13,4,0,0,0,1,0,0,1,0,0,0,0
1,0,10,7,2,2,3,0,1,0,0,2,3,8,3,0,0,0,0,0,0,1,0,0,0,0
0,0,15,13,3,4,3,0,0,1,0,1,5,10,5,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,2,1,2,0,0,0,0,2,1,3,0,0,0,0,1,0,0,1,0,0,0,0
0,0,15,0,3,3,0,0,0,0,0,2,7,6,2,0,1,0,1,0,0,1,0,0,0,0
0,0,18,9,0,1,3,0,0,0,0,0,7,6,1,0,1,0,0,0,0,0,0,0,0,0
0,0,20,0,1,3,1,0,0,0,0,2,10,7,2,0,1,0,1,0,0,0,0,0,0,0
0,0,28,1,2,5,0,0,1,0,1,2,9,14,6,0,1,0,0,0,0,2,0,0,0,0
0,0,42,9,2,4,1,0,0,0,0,1,21,11,5,0,0,0,0,0,0,1,0,0,0,0
0,0,7,35,2,5,6,0,0,0,0,1,7,13,5,0,1,0,1,0,0,1,0,0,0,0
0,0,10,5,0,1,1,0,0,2,0,2,9,4,1,0,0,0,0,0,0,0,0,0,0,0
0,0,41,0,1,1,0,0,0,0,0,1,9,11,2,0,1,0,1,0,0,1,0,0,0,0
0,0,39,7,0,3,1,0,0,0,0,1,7,11,4,0,1,0,1,0,0,0,0,0,0,0
0,0,9,1,4,7,3,0,0,0,0,2,19,10,4,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,4,2,0,0,0,0,1,8,6,4,1,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1,0,2,0,1,0,0,2,11,5,5,0,1,0,0,0,1,0,0,0,0,0
0,0,27,11,3,4,2,0,1,1,0,1,21,17,5,0,1,0,1,0,0,1,0,0,0,0
0,0,18,0,2,6,4,0,0,0,2,3,7,15,2,0,1,0,1,0,0,0,0,0,0,0
0,0,37,5,3,4,2,0,2,0,1,4,10,13,3,0,0,0,1,1,0,0,0,0,0,0
0,0,38,15,3,5,6,0,1,0,1,4,22,9,1,0,0,0,1,1,0,1,1,0,0,0
0,0,17,1,5,3,3,0,0,2,0,4,5,11,3,0,0,0,1,0,0,1,1,0,0,0
0,0,5,0,1,2,0,0,0,1,0,2,8,8,0,0,0,0,1,0,0,0,0,0,0,0
0,0,13,0,2,4,2,0,1,0,0,0,6,7,1,0,0,0,1,0,0,0,0,1,0,0
0,0,14,0,1,2,0,0,0,2,0,2,6,5,0,1,1,0,0,0,0,0,0,0,0,0
0,0,24,12,7,4,5,0,1,0,1,2,11,10,3,0,0,0,1,0,0,1,1,1,0,0
0,0,37,9,4,4,4,0,0,2,0,3,8,16,8,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,1,2,0,0,0,1,0,2,2,10,5,0,0,0,1,0,0,0,0,0,0,0
0,0,14,3,1,0,2,0,0,1,0,2,2,8,1,0,0,0,1,0,0,0,0,0,0,0
8,0,25,3,3,3,2,0,0,0,0,2,3,7,1,0,1,1,1,0,0,0,0,0,0,0
1,1,31,7,5,4,4,0,1,0,1,2,14,15,4,0,1,0,1,0,0,1,0,0,0,0
0,0,29,17,4,5,2,0,1,0,0,2,8,19,5,0,0,0,1,0,0,0,2,0,0,0
0,1,0,0,0,3,0,0,0,1,0,2,2,7,3,0,1,0,1,0,0,0,0,0,0,0
0,0,15,8,2,2,2,0,0,1,0,1,16,8,5,0,1,0,1,0,0,0,0,0,0,0
0,0,14,0,0,0,3,0,0,1,0,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0
3,0,11,0,2,4,1,0,0,0,0,1,5,1,1,0,1,0,0,0,0,1,0,0,0,0
0,2,19,0,2,2,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0
0,0,24,0,3,3,2,0,0,0,1,1,4,7,2,0,1,0,0,0,0,1,0,0,0,0
0,0,19,0,1,1,4,0,1,0,1,2,7,8,2,0,1,0,1,0,0,0,0,0,0,0
0,0,16,3,2,1,0,0,0,0,0,2,16,9,1,0,0,0,1,0,0,0,1,0,0,0
0,0,16,0,2,3,2,0,0,1,0,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,12,0,1,1,2,0,0,2,0,1,5,4,2,0,1,0,0,0,0,0,0,0,0,0
0,2,17,0,0,1,1,0,1,0,0,2,8,7,2,0,0,0,1,0,0,0,0,0,0,0
0,0,8,0,1,1,1,0,0,0,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0
0,0,20,0,1,5,4,0,0,0,0,2,5,21,4,0,1,0,1,0,0,0,0,0,0,0
0,0,13,12,5,5,3,0,2,1,0,2,16,17,3,0,0,0,0,0,1,0,1,0,0,0
0,0,1,3,3,4,4,0,0,0,0,2,17,10,2,0,1,0,1,0,0,1,1,0,0,0
0,0,5,0,3,3,0,0,0,0,0,1,4,5,2,0,0,0,1,0,0,1,0,0,0,0
0,0,3,19,2,2,2,0,0,0,0,3,9,6,1,1,0,0,0,0,0,0,0,0,0,0
0,0,45,0,5,7,4,0,0,0,0,1,11,11,4,0,0,0,1,0,0,1,0,0,0,0
0,2,22,7,5,3,1,0,1,0,0,3,11,16,3,0,1,0,1,1,0,1,0,0,0,0
0,0,19,0,1,2,0,0,0,0,1,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0
0,0,9,0,4,5,3,0,0,1,0,2,5,12,4,0,1,0,1,0,0,0,0,0,0,0
0,0,23,0,5,4,4,0,2,0,0,1,6,6,1,0,1,0,0,1,0,4,0,0,0,0
0,0,11,0,2,6,2,0,2,0,0,2,15,6,1,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,3,3,1,0,1,0,0,2,8,10,4,0,1,0,0,0,0,0,0,0,0,0
1,0,18,0,4,2,1,0,0,1,0,1,7,7,2,1,1,0,0,0,0,1,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,9,8,2,0,1,0,1,0,0,0,0,0,0,0
0,0,10,10,2,4,1,0,1,0,0,2,20,12,4,0,0,0,1,0,0,0,0,0,0,0
0,0,20,0,4,3,4,0,0,0,0,3,15,7,3,0,0,0,1,0,0,0,0,0,0,0
0,0,34,0,1,6,2,0,0,1,0,2,10,13,2,0,1,0,1,0,0,0,0,0,0,0
0,0,66,0,4,7,2,0,0,2,0,1,6,23,5,1,1,0,1,0,0,0,0,0,0,0
0,0,14,0,1,6,0,0,0,1,0,3,5,9,5,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,3,1,1,0,1,0,1,2,4,7,0,0,0,0,1,0,0,0,0,0,0,0
1,0,12,0,3,1,3,0,0,1,1,4,19,8,4,0,0,1,0,0,0,0,0,0,0,0
0,0,12,3,1,2,2,0,0,0,0,1,2,7,3,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,2,2,2,1,0,0,0,1,10,4,0,0,1,0,0,0,0,0,0,0,0,0
6,0,38,27,1,3,3,0,0,0,0,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0
1,0,7,0,3,1,1,0,0,1,0,2,4,5,1,0,1,0,0,0,0,0,0,0,0,0
0,1,14,0,2,2,1,0,0,2,0,3,7,7,3,0,1,0,0,0,0,0,0,0,0,0
3,0,6,10,0,2,0,0,0,0,0,2,7,8,1,0,1,0,0,0,0,0,0,0,0,0
0,0,34,0,3,5,3,0,0,1,0,2,31,11,1,0,0,0,0,0,0,1,0,0,0,0
0,0,33,5,7,6,1,0,1,0,0,2,11,12,7,0,1,0,0,0,0,2,0,0,0,0
0,0,28,0,3,4,4,0,1,0,0,1,10,11,0,0,0,0,1,0,0,2,0,0,0,0
3,2,24,3,3,5,1,1,0,1,0,2,9,10,5,0,1,0,1,0,0,1,0,0,0,0
1,1,15,7,1,3,1,3,1,1,0,3,6,10,5,1,1,0,0,0,0,0,0,0,0,0
0,0,25,0,3,7,6,0,0,1,1,4,12,10,5,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,3,8,4,2,0,0,0,1,0,0,0,0,0,0,0
0,1,7,0,1,2,1,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,2,3,1,0,0,0,1,2,9,8,1,0,1,0,1,0,0,0,0,0,0,0
0,0,26,5,4,6,1,0,0,0,1,3,11,16,8,0,0,0,1,0,0,1,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,2,7,5,0,0,1,0,1,0,0,0,0,0,0,0
0,0,36,6,5,5,2,0,3,0,0,2,12,13,7,0,1,0,1,1,0,3,2,1,0,0
0,0,35,15,2,3,3,0,0,0,1,1,10,7,4,0,0,0,0,0,0,0,0,0,0,0
0,1,15,0,2,5,2,0,0,1,0,3,4,11,2,0,1,0,1,0,0,0,0,0,0,0
0,0,9,0,6,7,1,0,3,0,0,2,2,10,2,0,0,0,1,1,0,1,0,0,0,0
0,0,7,0,2,2,1,0,0,0,0,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0
0,0,14,10,3,4,0,0,1,0,0,3,3,12,3,0,2,0,1,0,0,0,1,0,0,0
0,0,11,5,1,2,4,0,0,1,0,1,12,4,0,0,1,0,1,0,0,1,0,0,0,0
2,8,19,0,1,4,2,0,0,0,0,2,6,5,0,0,1,0,1,0,0,0,0,0,0,0
0,0,21,7,1,2,1,0,1,1,0,2,10,8,1,1,1,0,1,0,0,0,0,0,0,0
0,0,27,0,2,4,2,0,0,0,0,1,10,13,2,0,1,0,1,0,0,1,0,0,0,0
0,0,12,0,8,3,2,0,0,0,1,1,7,6,2,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,1,0,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0
12,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
0,0,14,5,0,2,0,0,0,2,0,2,13,7,3,0,0,0,0,0,0,0,0,0,0,0
0,0,14,9,3,1,0,0,0,0,0,1,10,13,0,0,0,0,1,0,0,1,0,0,0,0
0,0,18,0,2,2,1,0,0,0,0,1,8,12,2,0,1,0,0,0,0,0,0,0,0,0
0,0,10,9,1,1,3,0,0,1,0,1,13,8,3,0,1,0,1,0,0,0,0,0,0,0
0,0,44,36,1,4,2,0,1,1,1,2,8,11,3,0,1,0,0,0,0,0,1,0,0,0
0,0,8,9,2,6,0,0,0,0,1,2,6,8,3,1,0,0,1,0,0,0,0,0,0,0
0,0,31,0,3,3,1,1,0,0,0,3,14,16,4,0,1,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,1,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0
2,0,12,0,0,1,3,0,0,0,0,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0
1,0,13,0,1,1,1,0,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,0,4,4,2,0,1,0,1,3,7,6,4,0,1,0,1,0,0,1,0,0,0,0
0,2,14,12,2,9,0,0,2,2,0,2,12,15,4,0,0,0,1,0,0,0,0,0,0,0
4,0,13,0,0,5,2,0,0,0,0,1,7,3,1,0,0,0,1,0,0,0,0,0,0,0
0,0,27,5,5,2,4,0,0,1,1,2,13,9,3,0,0,0,1,0,0,1,0,0,0,0
0,0,29,3,2,2,2,0,0,0,0,1,10,8,1,0,1,0,1,0,0,0,0,0,0,0
0,0,14,0,1,0,1,0,0,3,0,3,2,8,2,0,1,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,5,8,1,0,1,0,0,0,0,0,0,0,0,0
0,0,26,0,1,3,0,0,0,0,0,3,6,8,5,0,0,0,0,0,0,1,0,0,0,0
0,0,13,0,2,2,1,0,0,1,0,1,10,8,1,1,1,0,1,0,0,0,0,0,0,0
0,0,10,3,0,1,0,0,0,0,0,1,4,7,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,2,2,1,0,1,0,1,2,3,12,1,0,0,1,1,0,0,0,0,0,0,0
0,0,20,5,3,3,3,0,0,0,1,2,6,10,0,0,1,0,0,0,0,1,0,0,0,0
0,0,47,0,2,1,3,0,1,0,0,1,4,5,0,0,1,0,0,0,0,1,0,0,0,0
0,0,3,7,1,1,0,0,1,1,0,2,10,9,2,0,0,0,0,0,0,0,0,0,0,0
0,0,17,14,1,4,1,0,1,0,0,1,3,8,2,0,1,0,1,0,0,1,0,0,0,0
0,0,10,0,1,1,0,1,0,0,0,0,4,5,2,0,1,0,1,0,0,0,0,0,0,0
4,0,5,0,0,0,1,0,0,1,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0
0,0,10,0,4,2,3,0,0,1,0,1,6,7,5,0,2,0,1,0,0,1,0,0,0,0
0,0,33,0,0,1,1,0,0,2,0,1,3,8,5,1,1,0,0,0,0,0,0,0,0,0
0,0,10,7,1,3,0,0,0,1,0,3,3,7,2,0,0,0,1,0,0,0,0,0,0,0
0,0,17,5,5,8,1,0,2,2,2,1,13,10,4,0,1,0,1,0,0,1,1,1,0,0
0,0,1,9,1,3,1,0,0,1,0,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0
0,0,30,3,4,9,1,0,0,0,1,2,10,14,4,1,0,0,0,0,0,0,0,0,0,0
0,0,13,0,2,5,3,1,0,0,0,4,9,8,1,0,1,0,0,0,0,0,0,0,0,0
6,0,3,9,0,1,1,0,0,1,0,1,5,6,1,0,1,0,0,0,0,0,0,0,0,0
0,0,39,3,5,1,1,0,0,1,1,4,23,10,4,0,1,0,1,0,0,0,1,0,0,0
4,0,5,0,0,2,1,0,0,1,0,0,5,9,0,0,1,0,0,0,0,0,0,0,0,0
6,2,3,14,2,1,2,0,0,2,0,3,4,9,1,0,1,0,1,0,0,0,0,0,0,0
1,0,19,0,0,1,1,0,0,0,0,2,9,8,2,0,0,0,1,0,0,0,0,0,0,0
0,0,12,15,7,8,8,0,1,1,0,2,14,12,2,0,1,0,1,0,0,1,2,1,0,0
0,0,8,0,0,0,1,0,1,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0
2,0,27,3,2,4,0,0,0,1,0,3,8,15,6,0,0,0,1,0,0,0,1,0,0,0
0,0,12,0,1,2,1,1,0,1,1,2,4,4,2,0,1,0,1,0,0,0,0,0,0,0
0,0,0,3,2,2,0,0,1,0,0,2,6,6,3,0,0,1,0,0,0,0,1,1,0,0
0,0,24,14,9,11,5,0,0,1,0,4,8,15,5,0,0,0,1,0,0,1,1,0,0,0
0,0,20,0,2,3,1,0,0,1,0,1,3,4,3,0,0,0,1,0,0,1,0,0,0,0
4,2,16,0,1,2,4,0,0,1,0,1,6,5,2,0,0,0,0,0,0,1,0,0,0,0
0,0,15,0,1,3,3,0,0,1,0,1,10,3,0,0,1,0,1,0,0,1,0,0,0,0
0,0,19,9,4,5,1,0,0,1,0,2,8,11,4,1,1,0,1,0,0,1,0,0,0,0
0,0,19,7,3,3,1,0,1,0,0,2,3,8,1,0,0,0,1,1,0,1,0,0,0,0
0,0,27,0,4,2,1,0,2,0,1,1,4,12,4,0,1,0,1,0,0,1,0,0,0,0
0,0,14,7,5,4,1,0,1,0,1,2,6,8,4,0,0,0,1,0,0,1,1,0,0,0
0,0,18,0,2,2,0,0,0,1,0,3,4,9,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,2,3,3,0,0,0,0,2,6,5,0,0,1,0,0,0,0,0,0,0,0,0
0,0,10,0,2,3,1,0,0,1,0,2,3,9,4,0,1,0,0,0,0,0,0,0,0,0
0,0,8,0,1,2,1,0,0,1,0,1,3,5,0,0,1,1,0,0,0,0,0,0,0,0
0,0,5,10,1,3,1,0,0,0,0,1,6,7,1,0,1,0,1,0,0,0,0,0,0,0
0,0,13,0,2,3,1,0,1,1,0,2,9,8,4,0,1,0,1,0,0,1,0,0,0,0
3,6,5,0,0,1,1,0,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0
0,0,30,15,4,4,4,0,0,0,1,2,21,10,3,0,0,0,1,0,0,3,0,0,0,0
2,0,22,10,3,4,0,0,0,1,0,3,8,12,6,0,0,0,0,0,0,0,2,0,0,0
0,0,9,3,1,11,2,0,0,0,0,3,6,6,5,0,1,0,1,0,0,0,0,0,0,0
0,0,18,0,2,2,1,0,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0
0,0,17,5,1,2,3,0,0,0,1,2,19,11,4,0,0,0,1,0,0,0,0,0,0,0
0,0,12,0,0,1,0,0,0,0,0,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0
0,0,19,6,3,4,3,0,0,0,0,3,12,10,5,1,1,0,0,0,0,1,1,0,0,0
0,0,3,5,3,1,4,0,1,0,0,2,18,9,2,0,1,0,0,0,0,1,0,0,0,0
0,0,15,0,0,0,2,0,0,1,0,1,5,3,2,0,1,0,0,0,0,0,0,0,0,0
0,0,23,7,1,4,1,0,0,1,0,1,10,10,2,1,0,2,0,0,0,1,0,0,0,0
3,0,0,0,1,1,2,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,1,0,0,0,0,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,2,3,2,0,0,1,0,2,8,3,2,0,1,0,1,0,0,0,0,0,0,0
1,0,13,12,5,5,1,0,1,0,0,5,7,16,6,1,0,0,1,0,0,0,1,0,0,0
0,0,21,7,1,5,0,1,0,0,0,1,10,12,2,0,1,0,1,0,0,1,0,0,0,0
0,0,5,7,0,5,5,0,1,0,0,2,10,15,1,0,1,0,1,0,0,0,0,0,0,0
2,0,10,0,3,2,3,0,0,1,0,2,2,1,3,0,1,0,0,0,0,2,0,0,0,0
0,0,22,6,4,3,2,0,0,0,0,1,16,9,4,0,0,0,1,0,0,2,0,0,0,0
0,0,40,14,4,4,2,0,0,1,0,3,11,14,3,0,0,0,0,0,0,0,1,0,0,0
0,0,5,0,0,3,0,0,0,2,0,2,5,9,1,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,1,2,2,0,0,0,0,2,5,6,1,0,1,0,0,0,0,0,0,0,0,0
0,0,19,5,4,3,6,0,2,0,1,2,20,8,1,0,0,0,1,0,0,0,0,1,0,0
0,0,32,0,2,2,2,0,0,0,0,1,3,9,2,0,1,0,0,0,0,2,0,0,0,0
0,0,23,8,2,4,3,0,1,0,0,3,18,17,5,0,0,0,1,0,0,1,0,0,0,0
0,0,17,0,4,6,0,0,0,0,0,2,6,9,4,0,0,1,1,0,0,1,0,0,0,0
0,0,5,0,3,3,0,0,0,0,0,3,7,10,2,1,1,0,0,0,0,0,0,0,0,0
0,0,0,9,2,2,1,0,1,1,0,2,6,13,6,1,0,0,1,0,0,0,0,0,0,0
0,0,19,0,3,5,2,0,1,0,1,2,20,12,4,0,1,0,1,0,0,0,0,0,0,0
0,0,33,0,1,6,3,0,0,0,0,4,11,12,5,0,1,0,0,0,0,0,0,0,0,0
0,0,8,3,0,0,1,0,1,0,0,1,8,5,1,0,1,0,1,0,1,0,0,0,0,0
0,0,8,12,2,2,1,0,1,1,0,3,7,14,2,1,0,1,0,0,0,0,2,1,0,0
2,0,0,0,3,1,1,0,0,0,1,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0
